feature,feature importance
dissim_t5,0.16459561409225212
dissim_t1,0.14268637363635187
tr2,0.1388215971361553
dissim_t6,0.1326982962020811
dissim_t4,0.13185424411204716
dissim_t2,0.11949476522365736
ko-us_gap_t1,0.10503872339878759
dissim_t3,0.06481038619866761
