feature,feature importance
tr1,0.6047327422275669
dissim_t5,0.21153338611770892
ko-us_gap_t1,0.18373387165472418
dissim_t1,0.0
dissim_t2,0.0
dissim_t3,0.0
dissim_t4,0.0
dissim_t6,0.0
