feature,feature importance
dissim_t5,0.3654280217587303
dissim_t1,0.35182334008499727
tr2,0.17822623377659258
ko-us_gap_t1,0.10452240437967991
dissim_t2,0.0
dissim_t3,0.0
dissim_t4,0.0
dissim_t6,0.0
