feature,feature importance
tr1,0.2919936315131854
dissim_t5,0.12336891528650437
dissim_t6,0.1177056559174712
dissim_t4,0.11453536404377551
ko-us_gap_t1,0.0981494885905311
dissim_t1,0.09808688189500055
dissim_t2,0.07818375622616718
dissim_t3,0.07797630652736467
