feature,feature importance
tr1,0.3223684210526315
ko-us_gap_t1,0.21428571428571427
dissim_t6,0.12406015037593983
dissim_t1,0.10526315789473681
dissim_t5,0.10131578947368418
dissim_t4,0.09586466165413532
dissim_t3,0.03684210526315789
dissim_t2,0.0
