feature,feature importance
dissim_t4,0.6623754152823921
dissim_t1,0.23558376839107728
dissim_t2,0.10204081632653055
dissim_t3,0.0
dissim_t5,0.0
dissim_t6,0.0
ko-us_gap_t1,0.0
tr1,0.0
