feature,feature importance
dissim_t4,0.1836775868303891
dissim_t1,0.17152790809501434
dissim_t6,0.1659474824419048
dissim_t2,0.11769897219746059
ko-us_gap_t1,0.1072280552416994
dissim_t5,0.09967673937636876
tr2,0.07844711708514959
dissim_t3,0.07579613873201346
