feature,feature importance
dissim_t4,0.2719264648606197
dissim_t3,0.1307443591625393
dissim_t6,0.12253062873093848
ko-us_gap_t1,0.11955738509005553
dissim_t5,0.10120960027140039
tr1,0.09866630002067742
dissim_t1,0.08220285617322233
dissim_t2,0.0731624056905469
