feature,feature importance
dissim_t4,0.6797297297297294
dissim_t1,0.24527027027027046
dissim_t6,0.07499999999999997
dissim_t2,0.0
dissim_t3,0.0
dissim_t5,0.0
ko-us_gap_t1,0.0
tr2,0.0
