feature,feature importance
dissim_t6,0.31952655642113525
dissim_t4,0.17058907148069263
dissim_t1,0.12231803236010468
dissim_t5,0.11786879243723733
tr2,0.10128909081998087
dissim_t2,0.07952245070286304
dissim_t3,0.04736084859041745
ko-us_gap_t1,0.041525157187568724
