feature,feature importance
dissim_t6,0.2767945827430427
dissim_t4,0.19246507482225939
tr1,0.16865156327810576
dissim_t5,0.11393471123265937
dissim_t1,0.10933541922840095
dissim_t2,0.07583989751076681
dissim_t3,0.05908938803908296
ko-us_gap_t1,0.0038893631456820496
