feature,feature importance
dissim_t6,0.5818976118168517
dissim_t5,0.21200920740614024
dissim_t3,0.20609318077700808
dissim_t1,0.0
dissim_t2,0.0
dissim_t4,0.0
ko-us_gap_t1,0.0
tr1,0.0
