feature,feature importance
tr1,0.3502684089259746
dissim_t1,0.22046545684813074
dissim_t2,0.21617299798034662
dissim_t5,0.21309313624554793
dissim_t3,0.0
dissim_t4,0.0
dissim_t6,0.0
ko-us_gap_t1,0.0
