feature,feature importance
tr1,0.20902040995725626
dissim_t1,0.1430859649477893
dissim_t4,0.13704020698452007
dissim_t5,0.1298729769802666
ko-us_gap_t1,0.10937979762124303
dissim_t6,0.10714054702574458
dissim_t3,0.08773333429947458
dissim_t2,0.07672676218370561
