feature,feature importance
dissim_t5,0.38123393721520626
dissim_t2,0.25041017778853636
dissim_t1,0.20987517557068153
ko-us_gap_t1,0.15848070942557568
dissim_t3,0.0
dissim_t4,0.0
dissim_t6,0.0
tr2,0.0
