feature,feature importance
tr2,0.16858589014006845
dissim_t1,0.14652424427095073
ko-us_gap_t1,0.14351431121223945
dissim_t4,0.1346652291934358
dissim_t5,0.1313028945729565
dissim_t6,0.11985448033430976
dissim_t3,0.09278656671119015
dissim_t2,0.06276638356484918
