date,dissim_t1,dissim_t2,dissim_t3,dissim_t4,dissim_t5,dissim_t6,base_rate_diff,ko-us_gap_t1,tr2
2014-04-10,0.0508457825869235,0.0718775149341905,0.0809837565957465,0.0551957333078222,0.0691364678202809,0.0614342792546684,0,2.375,0.901263952893459
2014-05-09,0.0399358614654984,0.0508457825869235,0.0718775149341905,0.0809837565957465,0.0551957333078222,0.0691364678202809,0,2.375,0.901263952893459
2014-06-12,0.0389097911930635,0.0399358614654984,0.0508457825869235,0.0718775149341905,0.0809837565957465,0.0551957333078222,0,2.375,0.901263952893459
2014-07-10,0.0520463674610319,0.0389097911930635,0.0399358614654984,0.0508457825869235,0.0718775149341905,0.0809837565957465,1,2.375,1.0181855042224
2014-08-14,0.0417975265723463,0.0520463674610319,0.0389097911930635,0.0399358614654984,0.0508457825869235,0.0718775149341905,0,2.375,1.0181855042224
2014-09-12,0.0812030106301544,0.0417975265723463,0.0520463674610319,0.0389097911930635,0.0399358614654984,0.0508457825869235,1,2.125,1.0181855042224
2014-10-15,0.042639273428613,0.0812030106301544,0.0417975265723463,0.0520463674610319,0.0389097911930635,0.0399358614654984,0,2.125,0.539434679183183
2014-11-13,0.1030993013413398,0.042639273428613,0.0812030106301544,0.0417975265723463,0.0520463674610319,0.0389097911930635,0,1.875,0.539434679183183
2014-12-11,0.0856951527671499,0.1030993013413398,0.042639273428613,0.0812030106301544,0.0417975265723463,0.0520463674610319,0,1.875,0.539434679183183
2015-01-15,0.0483247382434137,0.0856951527671499,0.1030993013413398,0.042639273428613,0.0812030106301544,0.0417975265723463,0,1.875,-2.06403210940657
2015-02-17,0.092027604506983,0.0483247382434137,0.0856951527671499,0.1030993013413398,0.042639273428613,0.0812030106301544,1,1.875,-2.06403210940657
2015-03-12,0.0614976788392115,0.092027604506983,0.0483247382434137,0.0856951527671499,0.1030993013413398,0.042639273428613,0,1.875,-2.06403210940657
2015-04-09,0.0506078465430797,0.0614976788392115,0.092027604506983,0.0483247382434137,0.0856951527671499,0.1030993013413398,0,1.625,-1.25364512287022
2015-05-15,0.0530887574345982,0.0506078465430797,0.0614976788392115,0.092027604506983,0.0483247382434137,0.0856951527671499,1,1.625,-1.25364512287022
2015-06-11,0.0521166553871395,0.0530887574345982,0.0506078465430797,0.0614976788392115,0.092027604506983,0.0483247382434137,0,1.625,-1.25364512287022
2015-07-09,0.0830177351262519,0.0521166553871395,0.0530887574345982,0.0506078465430797,0.0614976788392115,0.092027604506983,0,1.375,-0.171818501710852
2015-08-13,0.0607215585379683,0.0830177351262519,0.0521166553871395,0.0530887574345982,0.0506078465430797,0.0614976788392115,0,1.375,-0.171818501710852
2015-09-11,0.0649504497254758,0.0607215585379683,0.0830177351262519,0.0521166553871395,0.0530887574345982,0.0506078465430797,0,1.375,-0.171818501710852
2015-10-15,0.0592896140698877,0.0649504497254758,0.0607215585379683,0.0830177351262519,0.0521166553871395,0.0530887574345982,0,1.375,1.43106863128171
2015-11-12,0.0410239117357615,0.0592896140698877,0.0649504497254758,0.0607215585379683,0.0830177351262519,0.0521166553871395,0,1.375,1.43106863128171
2015-12-10,0.0322171445322773,0.0410239117357615,0.0592896140698877,0.0649504497254758,0.0607215585379683,0.0830177351262519,0,1.375,1.43106863128171
2016-01-14,0.0233992927316508,0.0322171445322773,0.0410239117357615,0.0592896140698877,0.0649504497254758,0.0607215585379683,0,1.375,0.251147201749998
2016-02-16,0.0570597983968682,0.0233992927316508,0.0322171445322773,0.0410239117357615,0.0592896140698877,0.0649504497254758,0,1.125,0.251147201749998
2016-03-10,0.057224370798161,0.0570597983968682,0.0233992927316508,0.0322171445322773,0.0410239117357615,0.0592896140698877,0,1.125,0.251147201749998
2016-04-19,0.0387980319826154,0.057224370798161,0.0570597983968682,0.0233992927316508,0.0322171445322773,0.0410239117357615,0,1.125,0.872340501495075
2016-05-13,0.0624577370041472,0.0387980319826154,0.057224370798161,0.0570597983968682,0.0233992927316508,0.0322171445322773,1,1.125,0.872340501495075
2016-06-09,0.0551179990471861,0.0624577370041472,0.0387980319826154,0.057224370798161,0.0570597983968682,0.0233992927316508,0,1.125,0.872340501495075
2016-07-14,0.0844939986976583,0.0551179990471861,0.0624577370041472,0.0387980319826154,0.057224370798161,0.0570597983968682,0,0.875,2.35041696554016
2016-08-11,0.0592400738000479,0.0844939986976583,0.0551179990471861,0.0624577370041472,0.0387980319826154,0.057224370798161,0,0.875,2.35041696554016
2016-09-09,0.0393621020447358,0.0592400738000479,0.0844939986976583,0.0551179990471861,0.0624577370041472,0.0387980319826154,0,0.875,2.35041696554016
2016-10-13,0.0428656301278806,0.0393621020447358,0.0592400738000479,0.0844939986976583,0.0551179990471861,0.0624577370041472,0,0.875,4.00730825136743
2016-11-11,0.0427610392305407,0.0428656301278806,0.0393621020447358,0.0592400738000479,0.0844939986976583,0.0551179990471861,0,0.875,4.00730825136743
2016-12-15,0.0628604798841308,0.0427610392305407,0.0428656301278806,0.0393621020447358,0.0592400738000479,0.0844939986976583,0,0.875,4.00730825136743
2017-01-13,0.0647321428571429,0.0628604798841308,0.0427610392305407,0.0428656301278806,0.0393621020447358,0.0592400738000479,0,0.625,3.69988066223421
2017-02-23,0.178530702712096,0.0647321428571429,0.0628604798841308,0.0427610392305407,0.0428656301278806,0.0393621020447358,0,0.625,3.69988066223421
2017-04-13,0.0771451586499027,0.178530702712096,0.0647321428571429,0.0628604798841308,0.0427610392305407,0.0428656301278806,0,0.625,3.54120049267683
2017-05-25,0.041831817236567,0.0771451586499027,0.178530702712096,0.0647321428571429,0.0628604798841308,0.0427610392305407,0,0.375,3.54120049267683
2017-07-13,0.0427860591356809,0.041831817236567,0.0771451586499027,0.178530702712096,0.0647321428571429,0.0628604798841308,0,0.375,2.78729522440487
2017-08-31,0.0665705735399432,0.0427860591356809,0.041831817236567,0.0771451586499027,0.178530702712096,0.0647321428571429,0,0.125,2.78729522440487
2017-10-19,0.0511052730427649,0.0665705735399432,0.0427860591356809,0.041831817236567,0.0771451586499027,0.178530702712096,1,0.125,3.45044001437938
2017-11-30,0.060194434285629,0.0511052730427649,0.0665705735399432,0.0427860591356809,0.041831817236567,0.0771451586499027,0,0.125,3.45044001437938
2018-01-18,0.0440164239479951,0.060194434285629,0.0511052730427649,0.0665705735399432,0.0427860591356809,0.041831817236567,0,0.375,2.23736028831893
2018-02-27,0.0436807604927492,0.0440164239479951,0.060194434285629,0.0511052730427649,0.0665705735399432,0.0427860591356809,0,0.125,2.23736028831893
2018-04-12,0.0457043939536742,0.0436807604927492,0.0440164239479951,0.060194434285629,0.0511052730427649,0.0665705735399432,0,0.125,2.68995509317113
2018-05-24,0.0477201970967482,0.0457043939536742,0.0436807604927492,0.0440164239479951,0.060194434285629,0.0511052730427649,0,-0.125,2.68995509317113
2018-07-12,0.0575318185634758,0.0477201970967482,0.0457043939536742,0.0436807604927492,0.0440164239479951,0.060194434285629,0,-0.125,1.75383455171863
2018-08-31,0.0524273114687914,0.0575318185634758,0.0477201970967482,0.0457043939536742,0.0436807604927492,0.0440164239479951,0,-0.375,1.75383455171863
2018-10-18,0.0452529684589525,0.0524273114687914,0.0575318185634758,0.0477201970967482,0.0457043939536742,0.0436807604927492,1,-0.375,3.17469902895334
2018-11-30,0.0511194221027787,0.0452529684589525,0.0524273114687914,0.0575318185634758,0.0477201970967482,0.0457043939536742,0,-0.625,3.17469902895334
2019-01-24,0.0478526449797603,0.0511194221027787,0.0452529684589525,0.0524273114687914,0.0575318185634758,0.0477201970967482,0,-0.375,1.11676619468466
2019-02-28,0.0653467246817943,0.0478526449797603,0.0511194221027787,0.0452529684589525,0.0524273114687914,0.0575318185634758,0,-0.625,1.11676619468466
2019-04-18,0.0461720863879536,0.0653467246817943,0.0478526449797603,0.0511194221027787,0.0452529684589525,0.0524273114687914,0,-0.625,0.524516144751083
2019-05-31,0.0630071868698192,0.0461720863879536,0.0653467246817943,0.0478526449797603,0.0511194221027787,0.0452529684589525,1,-0.625,0.524516144751083
2019-07-18,0.052040288294016,0.0630071868698192,0.0461720863879536,0.0653467246817943,0.0478526449797603,0.0511194221027787,0,-0.625,-0.438997243462816
2019-08-30,0.0664763326818176,0.052040288294016,0.0630071868698192,0.0461720863879536,0.0653467246817943,0.0478526449797603,1,-0.875,-0.438997243462816
