feature,feature importance
tr2,0.4156403940886699
dissim_t1,0.2731073373087892
dissim_t3,0.1948729582577133
dissim_t6,0.11637931034482757
dissim_t2,0.0
dissim_t4,0.0
dissim_t5,0.0
ko-us_gap_t1,0.0
