date,dissim_t1,dissim_t2,dissim_t3,dissim_t4,dissim_t5,dissim_t6,base_rate_diff,ko-us_gap_t1,tr1
2006-04-07,0.116515228760797,0.0773244321849203,0.1271902733583645,0.123915670397775,0.1174027074089376,0.1906431006493554,0,-0.5,2.92045725540123
2006-05-11,0.0599427801798397,0.116515228760797,0.0773244321849203,0.1271902733583645,0.123915670397775,0.1174027074089376,1,-0.75,2.92045725540123
2006-06-08,0.0754232083564261,0.0599427801798397,0.116515228760797,0.0773244321849203,0.1271902733583645,0.123915670397775,0,-1.0,2.92045725540123
2006-07-07,0.107636080931496,0.0754232083564261,0.0599427801798397,0.116515228760797,0.0773244321849203,0.1271902733583645,1,-0.75,3.50001955291047
2006-08-10,0.1419354838709677,0.107636080931496,0.0754232083564261,0.0599427801798397,0.116515228760797,0.0773244321849203,0,-1.0,3.50001955291047
2006-09-07,0.1009342710016008,0.1419354838709677,0.107636080931496,0.0754232083564261,0.0599427801798397,0.116515228760797,0,-0.75,3.50001955291047
2006-10-12,0.1316128019598859,0.1009342710016008,0.1419354838709677,0.107636080931496,0.0754232083564261,0.0599427801798397,0,-0.75,2.82169140513982
2006-11-09,0.1392157458823779,0.1316128019598859,0.1009342710016008,0.1419354838709677,0.107636080931496,0.0754232083564261,0,-0.75,2.82169140513982
2006-12-07,0.1107994103375317,0.1392157458823779,0.1316128019598859,0.1009342710016008,0.1419354838709677,0.107636080931496,0,-0.75,2.82169140513982
2007-01-11,0.0660195245271915,0.1107994103375317,0.1392157458823779,0.1316128019598859,0.1009342710016008,0.1419354838709677,0,-0.75,2.71912228884675
2007-02-08,0.0942834169105747,0.0660195245271915,0.1107994103375317,0.1392157458823779,0.1316128019598859,0.1009342710016008,0,-0.75,2.71912228884675
2007-03-08,0.110568636812031,0.0942834169105747,0.0660195245271915,0.1107994103375317,0.1392157458823779,0.1316128019598859,0,-0.75,2.71912228884675
2007-04-12,0.049832963768453,0.110568636812031,0.0942834169105747,0.0660195245271915,0.1107994103375317,0.1392157458823779,0,-0.75,3.86889505248692
2007-05-10,0.102906320352387,0.049832963768453,0.110568636812031,0.0942834169105747,0.0660195245271915,0.1107994103375317,0,-0.75,3.86889505248692
2007-06-08,0.0628568626852101,0.102906320352387,0.049832963768453,0.110568636812031,0.0942834169105747,0.0660195245271915,1,-0.75,3.86889505248692
2007-07-12,0.0341876360973595,0.0628568626852101,0.102906320352387,0.049832963768453,0.110568636812031,0.0942834169105747,1,-0.75,3.48535366150576
2007-08-09,0.2932465072597804,0.0341876360973595,0.0628568626852101,0.102906320352387,0.049832963768453,0.110568636812031,0,-0.5,3.48535366150576
2007-09-07,0.1114628474213021,0.2932465072597804,0.0341876360973595,0.0628568626852101,0.102906320352387,0.049832963768453,0,-0.25,3.48535366150576
2007-10-11,0.1790625670979261,0.1114628474213021,0.2932465072597804,0.0341876360973595,0.0628568626852101,0.102906320352387,0,-0.25,5.73910527574526
2007-11-08,0.1031964889078779,0.1790625670979261,0.1114628474213021,0.2932465072597804,0.0341876360973595,0.0628568626852101,0,0.25,5.73910527574526
2007-12-07,0.1005619732049664,0.1031964889078779,0.1790625670979261,0.1114628474213021,0.2932465072597804,0.0341876360973595,0,0.5,5.73910527574526
2008-01-10,0.0858318439132785,0.1005619732049664,0.1031964889078779,0.1790625670979261,0.1114628474213021,0.2932465072597804,0,0.5,5.93529300974107
2008-02-13,0.1072471246808227,0.0858318439132785,0.1005619732049664,0.1031964889078779,0.1790625670979261,0.1114628474213021,0,0.75,5.93529300974107
2008-03-07,0.134597604140241,0.1072471246808227,0.0858318439132785,0.1005619732049664,0.1031964889078779,0.1790625670979261,0,2.0,5.93529300974107
2008-04-10,0.1050888377558597,0.134597604140241,0.1072471246808227,0.0858318439132785,0.1005619732049664,0.1031964889078779,0,2.0,6.79887688604847
2008-05-08,0.1640421641280555,0.1050888377558597,0.134597604140241,0.1072471246808227,0.0858318439132785,0.1005619732049664,0,2.75,6.79887688604847
2008-06-12,0.0804071113013115,0.1640421641280555,0.1050888377558597,0.134597604140241,0.1072471246808227,0.0858318439132785,0,3.0,6.79887688604847
2008-07-10,0.1174773918781719,0.0804071113013115,0.1640421641280555,0.1050888377558597,0.134597604140241,0.1072471246808227,1,3.0,7.65588264678949
2008-08-07,0.1103796210716331,0.1174773918781719,0.0804071113013115,0.1640421641280555,0.1050888377558597,0.134597604140241,0,3.0,7.65588264678949
2008-09-11,0.1420253813214836,0.1103796210716331,0.1174773918781719,0.0804071113013115,0.1640421641280555,0.1050888377558597,1,3.25,7.65588264678949
2008-10-09,0.167640876095756,0.1420253813214836,0.1103796210716331,0.1174773918781719,0.0804071113013115,0.1640421641280555,1,3.25,3.34757793688905
2008-11-07,0.2178658751464777,0.167640876095756,0.1420253813214836,0.1103796210716331,0.1174773918781719,0.0804071113013115,1,3.5,3.34757793688905
2008-12-11,0.1787369070050141,0.2178658751464777,0.167640876095756,0.1420253813214836,0.1103796210716331,0.1174773918781719,1,3.0,3.34757793688905
