date,Answer,dt_proba,dt_predict,rf_proba,rf_predict,mlp_proba,mlp_predict
2006-04-07,0,0.02857142857142857,0,0.12029432380090274,0,0.0011355976611012867,0
2006-05-11,1,1.0,1,0.4698789292539292,0,0.9477829775558554,1
2006-06-08,0,0.02857142857142857,0,0.1141933231933232,0,0.0028589790826020318,0
2006-07-07,1,0.5,0,0.3638418109668109,0,0.8236754560590359,1
2006-08-10,0,0.02857142857142857,0,0.06148498985998987,0,0.00399870666361188,0
2006-09-07,0,0.02857142857142857,0,0.06797308509808511,0,0.004117846520061554,0
2006-10-12,0,0.02857142857142857,0,0.04898498985998986,0,0.0003517278523550484,0
2006-11-09,0,0.02857142857142857,0,0.07681957632615527,0,0.0014846568999245472,0
2006-12-07,0,0.02857142857142857,0,0.05565165652665653,0,0.0006379673622501713,0
2007-01-11,0,0.02857142857142857,0,0.09394078844736739,0,0.005686316018258323,0
2007-02-08,0,0.02857142857142857,0,0.08824814775472671,0,0.017174416424877572,0
2007-03-08,0,0.02857142857142857,0,0.09922308509808508,0,0.029307877367661626,0
2007-04-12,0,0.0,0,0.2038075006825007,0,0.16744413132071848,0
2007-05-10,0,0.02857142857142857,0,0.08151475176475176,0,0.1110778970229512,0
2007-06-08,1,1.0,1,0.5330095598845598,1,0.9204755007079591,1
2007-07-12,1,1.0,1,0.2868296868296868,0,0.961207774275063,1
2007-08-09,0,0.02857142857142857,0,0.16857283257283256,0,1.6309463998873082e-05,0
2007-09-07,0,0.5,0,0.11146536796536796,0,8.639245524503527e-05,0
2007-10-11,0,0.02857142857142857,0,0.08750703463203463,0,3.982082228987178e-05,0
2007-11-08,0,0.02857142857142857,0,0.08260871774029668,0,1.376186036661048e-07,0
2007-12-07,0,0.02857142857142857,0,0.1562570346320346,0,0.00796419177786945,0
2008-01-10,0,0.02857142857142857,0,0.06573371774029668,0,4.6063751405994105e-10,0
2008-02-13,0,0.02857142857142857,0,0.08895973733473735,0,1.2199474363419765e-06,0
2008-03-07,0,0.02857142857142857,0,0.022888308763308763,0,6.578489939693414e-08,0
2008-04-10,0,0.02857142857142857,0,0.07145973733473734,0,0.0015035246191276224,0
2008-05-08,0,0.02857142857142857,0,0.17770973733473733,0,0.038779331110376625,0
2008-06-12,0,0.0,0,0.14616932380090272,0,0.02577616514750324,0
2008-07-10,1,1.0,1,0.47106060606060607,0,0.9555768022728535,1
2008-08-07,0,0.0,0,0.10608473733473733,0,0.0007168522579670098,0
2008-09-11,1,1.0,1,0.74375,1,0.9862047737505332,1
2008-10-09,1,1.0,1,0.6510548245614035,1,0.9999101681799832,1
2008-11-07,1,1.0,1,0.7826666666666667,1,0.9999999939923567,1
2008-12-11,1,1.0,1,0.6703118591934382,1,0.9999966994306687,1
2009-01-10,1,0.02857142857142857,0,0.46050125313283213,0,0.8796882745580673,1
2009-02-12,0,0.02857142857142857,0,0.13862625313283208,0,0.09414394968047805,0
2009-03-12,0,0.02857142857142857,0,0.053233717740296685,0,0.0010060577070410274,0
2009-04-09,0,0.02857142857142857,0,0.08197289522947418,0,1.8027637048993616e-06,0
2009-05-12,0,0.02857142857142857,0,0.026169323800902745,0,2.861630976464651e-06,0
2009-06-11,0,0.02857142857142857,0,0.07375703463203463,0,0.0028275113599239956,0
2009-07-09,0,0.02857142857142857,0,0.059483717740296684,0,3.0110442306730843e-06,0
2009-08-11,0,0.02857142857142857,0,0.16476330876330875,0,0.0008086655153598834,0
2009-09-10,0,0.02857142857142857,0,0.029294323800902744,0,2.703140397101806e-06,0
2009-10-09,0,0.02857142857142857,0,0.11822289522947418,0,1.2713429219024918e-05,0
2009-11-12,0,0.02857142857142857,0,0.03895973733473733,0,0.00032174198443185153,0
2009-12-10,0,0.02857142857142857,0,0.03895973733473733,0,6.006380684829533e-06,0
2010-01-08,0,0.02857142857142857,0,0.06253116590616589,0,6.143615857227143e-05,0
2010-02-11,0,0.02857142857142857,0,0.07047289522947417,0,8.651873083059424e-06,0
2010-03-11,0,0.02857142857142857,0,0.14091932380090275,0,1.612243170343532e-06,0
