feature,feature importance
tr2,0.26107770126395197
ko-us_gap_t1,0.19840347110032822
dissim_t1,0.15485744834252568
dissim_t3,0.13203300158572442
dissim_t4,0.12866388988388272
dissim_t6,0.07903182710248294
dissim_t2,0.02726818478019887
dissim_t5,0.01866447594090515
