feature,feature importance
ko-us_gap_t1,0.23951927447046512
tr1,0.16686770822537378
dissim_t1,0.15352773073414433
dissim_t4,0.13057716007454076
dissim_t3,0.12876461283999963
dissim_t6,0.10661865018933918
dissim_t5,0.052648524158417406
dissim_t2,0.021476339307719746
